Canton;Year;Week;Ending;Age;NoDeaths_EP;Expected;LowerB;UpperB;Diff
ZH  ;        2021;          14;11.04.2021;0-64    ;          31;          27;          13;          40;           .
ZH  ;        2021;          15;18.04.2021;0-64    ;          25;          27;          13;          40;           .
ZH  ;        2021;          16;25.04.2021;0-64    ;          35;          27;          13;          40;           .
ZH  ;        2021;          17;02.05.2021;0-64    ;          28;          27;          13;          40;           .
ZH  ;        2021;          18;09.05.2021;0-64    ;          34;          27;          13;          40;           .
ZH  ;        2021;          19;16.05.2021;0-64    ;          36;          26;          13;          40;           .
ZH  ;        2021;          20;23.05.2021;0-64    ;          25;          26;          13;          40;           .
ZH  ;        2021;          21;30.05.2021;0-64    ;          33;          26;          13;          40;           .
ZH  ;        2021;          22;06.06.2021;0-64    ;          22;          26;          13;          39;           .
ZH  ;        2021;          23;13.06.2021;0-64    ;          26;          26;          13;          39;           .
ZH  ;        2021;          24;20.06.2021;0-64    ;          35;          26;          13;          39;           .
ZH  ;        2021;          25;27.06.2021;0-64    ;          38;          26;          13;          39;           .
ZH  ;        2021;          26;04.07.2021;0-64    ;          31;          26;          13;          39;           .
ZH  ;        2021;          27;11.07.2021;0-64    ;          24;          26;          13;          39;           .
ZH  ;        2021;          28;18.07.2021;0-64    ;          35;          26;          13;          39;           .
ZH  ;        2021;          29;25.07.2021;0-64    ;          18;          26;          13;          39;           .
ZH  ;        2021;          30;01.08.2021;0-64    ;          25;          26;          13;          39;           .
ZH  ;        2021;          31;08.08.2021;0-64    ;          25;          26;          13;          39;           .
ZH  ;        2021;          32;15.08.2021;0-64    ;          31;          26;          13;          39;           .
ZH  ;        2021;          33;22.08.2021;0-64    ;          29;          26;          13;          39;           .
ZH  ;        2021;          34;29.08.2021;0-64    ;          20;          26;          13;          39;           .
ZH  ;        2021;          35;05.09.2021;0-64    ;          39;          26;          13;          39;           .
ZH  ;        2021;          36;12.09.2021;0-64    ;          32;          26;          13;          39;           .
ZH  ;        2021;          37;19.09.2021;0-64    ;          22;          26;          13;          39;           .
ZH  ;        2021;          38;26.09.2021;0-64    ;          30;          26;          13;          39;           .
ZH  ;        2021;          39;03.10.2021;0-64    ;          33;          26;          13;          39;           .
ZH  ;        2021;          40;10.10.2021;0-64    ;          27;          26;          13;          39;           .
ZH  ;        2021;          41;17.10.2021;0-64    ;          34;          26;          13;          39;           .
ZH  ;        2021;          42;24.10.2021;0-64    ;          22;          26;          13;          40;           .
ZH  ;        2021;          43;31.10.2021;0-64    ;          28;          26;          13;          40;           .
ZH  ;        2021;          44;07.11.2021;0-64    ;          29;          26;          13;          40;           .
ZH  ;        2021;          45;14.11.2021;0-64    ;          22;          26;          13;          40;           .
ZH  ;        2021;          46;21.11.2021;0-64    ;          26;          26;          13;          40;           .
ZH  ;        2021;          47;28.11.2021;0-64    ;          36;          26;          13;          40;           .
ZH  ;        2021;          48;05.12.2021;0-64    ;          22;          26;          13;          40;           .
ZH  ;        2021;          49;12.12.2021;0-64    ;          33;          27;          13;          40;           .
ZH  ;        2021;          50;19.12.2021;0-64    ;          33;          27;          13;          40;           .
ZH  ;        2021;          51;26.12.2021;0-64    ;          21;          27;          13;          40;           .
ZH  ;        2021;          52;02.01.2022;0-64    ;        29.1;          27;          13;          40;           .
ZH  ;        2022;           1;09.01.2022;0-64    ;        26.2;          30;          17;          45;           .
ZH  ;        2022;           2;16.01.2022;0-64    ;        32.6;          30;          17;          45;           .
ZH  ;        2022;           3;23.01.2022;0-64    ;        32.5;          30;          17;          45;           .
ZH  ;        2022;           4;30.01.2022;0-64    ;        27.2;          30;          17;          45;           .
